lp,Temp,CaO,MgO,SiO2,Fe_total,MnO,Al2O3,TiO2,V2O5
4.209655409,1654,44,10.12,11.7,16,5.9,1.64,1.45,2.464
3.733331217,1642,41,10.32,11.7,19.4,5.44,1.51,1.26,2.138
4.350277936,1660,44.1,9.45,13.8,15.8,5.17,1.8,1.49,2.169
4.191983032,1658,48.3,9.26,12.9,13.7,5.22,2.35,1.39,2.119
4.007333185,1656,42.7,12.64,11,17.5,4.83,1.83,1.19,1.698
4.212127598,1670,37.2,11.85,12.8,19.1,5.33,2.32,1.37,1.894
4.48738715,1664,40.1,7.68,11.4,20.2,4.91,4.31,1.29,1.807
4.290459441,1683,41.1,10.62,10.8,20.1,4.63,2.07,1.29,1.657
4.33073334,1669,43.8,8.11,11.1,20.7,4.67,1.53,1.31,1.753
4.041700829,1669,44.1,9.31,11.7,18.3,4.62,1.66,1.34,1.688
4.430816799,1662,44.1,8.83,10.9,18.6,5.07,1.53,1.38,1.994
4.394449155,1652,44.3,9.07,10.3,18.7,4.86,1.95,1.22,1.868
4.394449155,1650,45.6,9.19,11,18,4.64,1.37,1.29,1.868
3.843030134,1668,49.3,8.99,14.6,12.6,4.69,0.91,1.59,2.425
4.477336814,1649,43.2,5.76,12.8,20.6,4.74,0.79,1.51,2.106
4.382026635,1663,55.5,7.62,10.5,14,4.32,0.63,1.34,1.762
4.299138975,1671,46.5,9.14,13.2,15.7,4.45,1.39,1.48,1.948
3.923072842,1660,47.8,9.31,14.9,12.6,5.07,1.54,1.74,2.307
4.082368371,1674,44.3,11.98,12.7,14.4,5.07,1.59,1.45,2.002
4.209655409,1628,41.7,8.79,14.7,16.3,5.83,1.67,1.61,2.344
3.88955015,1640,40.6,11.02,15,15,5.68,3.13,1.79,2.217
4.39332619,1639,41.1,9.91,13.2,18.2,5.4,1.91,1.45,1.991
4.114963849,1632,39.7,7.12,15.3,18.3,6.06,2.24,1.71,2.37
4.436093856,1637,39.4,10.37,11.3,21.4,4.86,1.44,1.21,1.655
4.422848629,1633,39.4,11.03,11,21.3,4.86,1.41,1.18,1.647
4.564348191,1628,41.8,9.23,12.9,18.3,5.6,1.44,1.37,1.98
4.68905167,1636,42.8,12.89,11.2,16.2,5.43,1.84,1.25,2.008
4.382026635,1662,40.1,10.82,11.1,20.1,5.22,1.95,1.18,1.734
4.641984159,1626,39.5,10.73,11.3,22.4,5.49,1.54,1.18,1.781
4.248495242,1660,42,8.83,13.1,18.9,5.26,1.12,1.43,2.002
4.074541935,1609,40.3,11.17,12.3,17.6,5.79,1.92,1.3,2.132
4.510859507,1632,37.5,9.86,12.4,21.3,5.58,1.79,1.34,1.983
4.404499491,1654,41.3,9.03,12.8,19.3,5.26,1.55,1.41,1.991
3.80666249,1649,39.4,12.21,11.1,20.7,4.81,0.95,1.25,1.645
4.458566712,1660,41.3,9.19,14.6,16.2,5.5,1.93,1.6,2.14
4.48863637,1621,39.9,7.04,13.2,19.2,5.05,3.27,1.5,1.98
4.191983032,1631,42.5,9.29,12.3,18.9,5.17,1.3,1.38,1.988
4.280930518,1619,38.5,7.85,12.7,20.5,6.22,2.72,1.44,2.163
4.58269733,1625,35.9,11.29,10.3,22.8,5.65,1.82,1.15,2
4.734003058,1620,41.6,9.25,10.3,19.4,5.38,1.81,1.24,2.049
4.295015258,1651,39.5,8.07,12.5,19.8,5.59,1.53,1.48,2.018
4.323530428,1614,34,9.64,11.1,24.9,5.66,1.73,1.27,1.889
4.548011772,1633,38.9,11.16,11.2,20,5.33,1.63,1.16,1.965
4.21497255,1647,40.3,11.79,11.9,18.1,5.52,1.47,1.41,2.126
4.553876892,1634,42.9,9.73,12,17.4,5.42,1.9,1.39,2.209
3.839452313,1657,43.6,8.91,13,15.4,5.24,1.65,1.5,2.226
4.21497255,1674,41.5,8.95,12.5,18.6,5.21,1.93,1.49,2.165
4.062595864,1648,42.6,9.56,15.2,14.9,5.55,2.07,1.77,2.277
4.094344562,1653,40.5,7.98,9.9,23,5,1.39,1.15,1.828
3.969181419,1635,37.6,9.99,13.6,19.7,6,1.66,1.53,2.115
4.129435882,1639,35.7,10.34,12,21.5,5.7,2.03,1.48,2.146
3.912023005,1692,45.5,15.08,12.3,13.6,4.31,1.18,1.47,1.807
4.409425609,1615,37.2,10.67,9,24.1,4.55,1.23,1,1.544
4.447984602,1636,37.3,8.07,11.1,22,5.58,1.38,1.4,2.171
4.41046457,1615,38.5,8.65,14.4,17.1,6.49,1.63,1.81,2.586
4.137829674,1648,40.8,9.3,12.7,17.8,5.31,1.83,1.4,2.087
4.877103901,1637,40,8.13,13.5,16.3,5.79,1.86,1.65,2.469
4.347341077,1642,38.7,7,11.3,22.7,5.38,2.25,1.27,1.929
4.32853795,1670,37.9,8.14,11.3,21.9,5.85,2.84,1.3,2.056
4.637960009,1646,42.2,9.74,12,17.6,5.72,1.71,1.36,2.188
4.648655298,1640,39.4,7.82,11.1,22.6,5.33,1.67,1.21,2.077
4.094344562,1655,49.3,11.3,8.8,13.4,5.11,1.75,1.01,2.193
4.68905167,1638,39.8,8.9,11.3,21.7,5.21,1.42,1.26,1.958
4.68905167,1629,42.6,9.13,11.2,19.2,5.26,1.6,1.29,1.969
4.841558964,1606,36.4,6.36,8.3,28,5.13,2.06,1,1.705
4.39332619,1655,38.2,7.77,9.7,24.7,5.19,1.9,1.1,2.051
4.96517292,1606,42.3,9.7,9.5,20.4,5.11,1.78,1.09,1.869
4.270235229,1646,37.4,9.85,11.7,22.4,5.45,1.55,1.1,1.867
4.144354983,1658,43.5,10.98,10.2,18.6,4.89,1.69,1.17,1.886
4.605170186,1649,46.1,11.84,8.7,18.7,4.58,0.96,0.91,1.571
4.306314813,1662,42.5,11.16,10.7,18.2,5.07,1.52,1.2,2.029
4.382026635,1644,44.2,12.6,13.3,13.8,5.37,1.15,1.53,2.164
4.070247011,1628,41.6,10.62,12.5,18,5.04,1.92,1.44,2.03
4.191983032,1643,40.6,11.08,12.2,18.1,5.03,1.95,1.29,2.059
4.10617902,1657,39,11.28,11.2,20,5.28,1.66,1.16,1.96
4.579852378,1699,33.7,10.7,11.3,24.7,5.4,1.39,1.35,1.843
4.447984602,1632,42,6.04,12.4,18.6,5.71,3.82,1.62,2.334
4.33946702,1636,44,8.68,10.8,18.5,5.44,1.49,1.26,2.078
4.350277936,1630,42.1,9.6,14.1,16.6,5.64,1.57,1.55,2.059
4.280930518,1644,43.3,9.41,11.8,16.8,5.51,2.37,1.37,2.18
4.690327994,1628,44,9.83,12.1,15.6,5.6,2.07,1.46,2.338
4.510859507,1675,40.3,8.22,11.4,20.8,5.45,1.89,1.33,2.039
4.730333329,1639,42.7,10.2,10.8,20.1,4.64,1.59,0.98,1.529
4.371555335,1637,40.7,9.28,12.4,18.9,5.57,2.3,1.39,2.199
4.163337434,1655,42.5,7.61,14.7,16.4,5.57,1.57,1.74,2.217
4.845311314,1633,41,7.69,13.3,19.3,5.43,1.73,1.52,2.12
4.040855877,1659,46,8.67,14.7,13.9,5.11,1.93,1.68,2.175
4.553876892,1634,38.8,8.45,12.3,19.6,5.63,1.85,1.44,2.23
4.404499491,1640,42.9,8.35,13.6,16.7,5.38,2.27,1.47,2.068
4.382026635,1649,43.5,8.52,12.8,18.1,5.03,1.95,1.39,2.048
4.437289313,1642,41.2,8.36,11.7,19.6,5.54,1.72,1.36,2.21
4.442651256,1630,37.8,6.36,11.2,24.2,5.35,1.69,1.28,1.969
4.286716455,1648,35.7,6.93,9.9,26.6,5.08,1.78,1.14,1.792
4.418840608,1619,38.1,6.52,11.9,22.3,5.13,3.94,1.31,1.885
4.549080719,1631,40.5,7.48,13.2,19.7,6.16,1.5,1.51,2.442
4.39332619,1650,39.4,7.59,10.6,22.6,5.58,1.8,1.23,1.97
4.447984602,1631,42.8,8.05,13,17.3,5.45,2.9,1.4,2.203
4.751124099,1613,39,7.26,10.7,23.6,5.26,2.26,1.13,1.814
4.298256752,1666,43.8,8.41,12.8,16.3,5.8,1.97,1.51,2.391
4.083873262,1636,41.1,9.48,13.8,17,5.79,1.62,1.67,2.343
3.912023005,1661,35.7,7.33,12.5,23.7,5.71,2.21,1.52,2.11
4.301983927,1628,38.8,7.73,13.8,20.1,6.14,1.75,1.44,2.17
4.112693701,1652,42.2,7.92,14.5,15.8,6.47,1.85,1.72,2.758
4.352756252,1642,44.2,7.72,12.4,17.1,5.86,1.95,1.5,2.425
3.598365447,1652,43.4,12.27,12.6,14.6,5.66,1.77,1.58,2.365
4.509860006,1641,44.6,9.06,12.1,16.4,5.74,1.37,1.48,2.415
4.33946702,1664,46.4,10.2,12.6,14.5,5.23,1.58,1.51,2.163
4.510859507,1647,42.5,9.17,10.2,22.3,5.64,1.9,1.24,2.156
4.105394398,1614,41.2,8.11,13.4,18.8,5.87,1.5,1.62,2.086
4.33946702,1634,38.8,9.32,11.7,21.6,5.75,1.54,1.43,2.153
4.536177315,1640,38.9,8.46,9.2,24.3,5.33,1.23,1.12,1.925
3.951243719,1665,46.1,9.87,13,13.2,5.41,2.26,1.61,2.572
4.577518655,1639,42.1,8.52,12.4,17.4,5.89,2.02,1.51,2.591
4.332755586,1641,40.4,7.8,12.2,19.5,5.79,2.1,1.5,2.378
4.237445406,1642,44.4,8.85,13.2,16,4.98,1.96,1.71,2.18
4.415549327,1649,44.8,9.43,13.4,15.3,5.05,1.53,1.63,2.182
4.301983927,1632,43.7,7.15,13.1,17.5,5.11,1.74,1.53,2.259
4.744932128,1634,44,8.62,10.8,18.6,5.41,1.56,1.26,2.107
3.984343667,1632,39.9,9.72,11,20.9,5.33,1.61,1.18,1.915
4.248495242,1649,35.7,7.32,12.4,23.7,5.68,2.19,1.52,2.119
4.105394398,1693,41.6,9.23,10.3,19.2,5.29,1.8,1.24,2.075
4.299138975,1654,37.5,11.83,12.8,19.1,5.31,2.33,1.38,1.931
4.161483865,1638,39.4,10.27,11.3,21.4,4.85,1.44,1.21,1.654
4.406719247,1640,45.6,9.25,11,17.9,4.62,1.39,1.29,1.879
4.406719247,1653,44.2,9.14,10.3,18.7,4.85,1.98,1.22,1.842
4.532599493,1622,46.6,11.12,11.1,16.5,3.92,1.08,1.17,1.972
4.144354983,1678,43.3,11.31,12.4,18.1,3.9,0.9,1.24,1.786
4.203543854,1656,44.5,9.81,12.4,16.9,4.97,1.47,1.38,2.04
4.094344562,1650,44.6,10.37,12.3,16.4,4.29,1.17,1.36,2.178
4.392389422,1680,42.3,10.4,13.1,17.3,5.13,1.76,1.33,2.173
4.070247011,1656,44.8,8.8,13.1,17.2,4.44,1.33,1.32,1.943
3.901440896,1646,43.77,10.18,13.85,14.92,5.01,1.91,1.52,2.12
4.306314813,1670,44.99,9.39,12.38,16.25,5.1,1.43,1.51,2.08
3.96081317,1669,47.19,10.21,13.37,13.52,4.95,1.7,1.55,2.07
4.301983927,1698,43.89,10.11,13.68,15.55,5.27,1.55,1.57,2.18
4.222177934,1663,41.9,12.29,14,16.1,4.75,1.7,1.21,1.847
4.449165938,1627,42.1,12.15,13.6,16.2,4.82,1.66,1.24,1.893
4.999461993,1619,40.5,11.79,12,18.1,5.54,1.56,1.4,2.137
4.627149093,1641,42,9.35,10.4,19.6,5.41,1.85,1.25,2.098
4.442651256,1632,37.5,9.88,11.7,22,5.46,1.63,1.39,2.097
4.80811103,1632,42.6,10.49,13.1,17.3,5.13,1.55,1.33,2.227
4.285882774,1625,39.9,7.9,16.4,16.3,6.57,1.3,1.64,2.624
4.58269733,1644,43.2,12.36,11.8,16.6,4.99,1.2,1.2,1.983
3.991160326,1669,41.6,10.11,14.1,17.1,5.23,1.58,1.43,2.123
4.382026635,1674,44.9,10.38,12.4,16.5,4.31,1.23,1.37,2.222
4.135166557,1646,41.7,9.69,13.8,17.1,5.87,1.85,1.66,2.311
4.787491743,1630,37.7,7.13,12.7,21.8,5.92,3.03,1.62,2.395
4.559707812,1634,38.7,7.04,11.3,22.7,5.39,2.31,1.27,1.931
4.766438334,1628,38.5,9.34,10.5,21.8,5.39,2.16,1.27,2.122
4.248495242,1625,38.5,9.74,11.6,20.7,5.25,1.88,1.35,2.187
4.711779921,1640,40.6,11.88,10.5,19.3,5.19,1.56,1.21,2.054
4.479400799,1619,35.8,9.51,12.7,22,6.1,1.29,1.38,2.013
4.617592706,1645,38.2,10.49,10.4,22.6,5.22,1.12,1.15,1.737
4.648655298,1660,40,9.76,13.6,18.7,5.6,1.53,1.41,2.006
4.878463521,1653,42.9,11.22,11.5,17,5.07,1.11,1.27,2.177
4.822583063,1639,43.5,8.74,11.5,18.7,4.9,1.13,1.25,2.039
4.513602992,1626,44.3,10,8.2,21,3.91,1.43,0.89,1.593
4.931385922,1641,42.7,8.35,12.4,18.3,4.98,1.64,1.29,2.173
4.527208645,1633,45.3,8.86,11.8,18.8,4.15,1.19,0.98,1.614
4.39332619,1639,43.6,8.68,9.5,20,4.78,1.45,0.98,2.075
4.509860006,1640,44.9,8.07,13.6,16.9,4.55,1.34,1.39,2.28
4.644390899,1626,46.2,8.4,13.2,16.8,4.88,1.26,1.42,2.379
4.17438727,1659,44.9,10.12,11.8,16.6,4.78,1.23,1.44,2.158
4.335506619,1658,50.4,11.47,9.8,14,4.58,1.21,1.15,1.992
4.415549327,1649,47.9,10.4,10.6,15,4.73,1.27,1.27,2.154
4.627149093,1652,45.4,10.11,11.2,17.4,4.9,1.28,1.34,2.169
4.489657299,1638,41.9,9.63,11.9,18.9,5.44,1.36,1.33,2.204
4.564348191,1630,40.6,9.65,11.1,20.2,5.46,1.39,1.32,2.16
4.512079763,1629,37.3,10.56,10,23.4,4.81,1.27,1.1,1.801
4.415549327,1650,38.8,9.33,12.3,21,5.32,1.5,1.36,2.13
4.350277936,1677,41,10.84,12.5,21.2,5.5,1.51,1.36,2.189
4.359037116,1672,39.7,10.46,13.5,19.5,4.85,1.3,1.24,2.002
4.129435882,1653,41.7,9.83,11.4,20.1,4.86,1.44,1.26,2.02
4.727387819,1678,44.7,8.68,15,13.5,5.62,1.77,1.93,2.731
4.234106505,1647,38.7,10.86,9.7,23.5,4.67,1.18,1.27,1.52
4.436093856,1653,40.1,8.82,10.1,23,4.75,1.35,1.21,1.624
4.730333329,1635,43.7,8.44,11.8,17.9,5.04,1.15,1.33,2.369
4.605170186,1618,40.4,9.09,11.3,20.1,4.72,1.1,1.29,2.211
3.80666249,1644,41.3,9.49,17.7,12.3,6.08,1.85,2.08,2.707
4.519810337,1646,43.3,7.9,14.6,15.7,4.99,1.55,1.74,1.847
4.094344562,1637,38.5,11.15,10.4,22.6,4.12,1.73,1.17,2.857
5.123963979,1632,39.8,11.03,12.3,19.8,5,1.77,1.49,2.582
4.415549327,1645,47.7,9.48,13.3,12.1,4.41,1.42,1.56,2.139
4.18289796,1699,43.3,10.47,9.9,21.1,3.99,0.93,1.04,1.661
4.199705078,1706,44,9.14,11.3,20,3.82,1.06,1.2,2.063
4.370597939,1651,41.6,9.16,12.8,18.3,4.66,1.86,1.39,2.144
4.295015258,1667,40.5,11.19,12.3,18.4,4.85,1.46,1.38,1.747
4.917544871,1629,45.5,12.37,11.7,16.1,3.88,1.59,1.21,2.253
3.857955784,1665,45.3,11.42,13.3,14.6,4.46,1.26,1.46,2.97
4.021585208,1663,46,10.25,15.5,12.2,5.21,1.34,1.75,2.857
4.193435465,1658,44.4,10.37,14.5,13.4,5.28,1.32,1.65,2.824
4.221344253,1656,43.7,7.98,14,15.6,5.09,1.81,1.59,2.751
4.471638793,1631,41.9,8.63,13,17.3,5.34,1.84,1.53,2.919
3.839919712,1649,45.3,10.59,13.3,13.5,4.72,1.88,1.63,2.59
4.392389422,1641,41,8.67,13.4,17.4,5.11,2.92,1.47,2.954
3.884371474,1636,40.6,7.82,13.9,17.6,5.72,2.77,1.51,2.975
3.958543021,1658,43,8.44,14.6,14.6,5.24,3.22,1.56,2.908
3.688879454,1636,41.8,8.29,14.6,16.1,5.53,2.28,1.62,2.87
4.419766963,1636,41.7,8.83,14.4,16.1,5.28,2.2,1.59,3.175
4.051784948,1639,42.6,8.86,16.2,13.6,5.65,2.01,1.86,3.241
4.399726212,1630,42.1,8.96,16.3,14,5.63,2.18,1.88,2.361
4.270235229,1629,45.1,9.87,13,15.3,4.09,1.78,1.43,2.249
4.060443011,1639,43.1,10.57,13.3,16.4,4.48,1.41,1.44,1.683
4.10938244,1637,42.5,11.54,10.3,19.8,3.45,1.67,1.18,1.37
3.787970357,1626,32.9,10.3,8.5,29.8,3.35,0.92,0.93,2.381
4.49980967,1639,36,7.58,11.8,22.1,5.52,2.77,1.33,1.984
4.040855877,1617,35.5,10.95,13.6,20.7,5.67,2.09,1.59,2.004
4.744932128,1635,38.9,8.42,13.6,20.8,4.61,2.21,1.29,1.982
4.665794808,1642,40.3,9.17,12.4,20.4,4.39,2.04,1.23,2.004
4.430816799,1676,38.7,9.63,13.3,19.9,4.56,1.99,1.27,2.459
4.291512627,1647,42.4,12.47,12.3,16.7,4.33,1.48,1.35,2.179
4.335506619,1629,34.1,9.7,10,26,4.89,1.92,1.24,2.696
4.710530702,1698,46.1,8.95,13.3,14.5,5.11,1.04,1.54,1.517
4.199705078,1677,44.3,12.11,9.5,18.3,3.54,1.14,0.93,2.411
4.48863637,1630,44.1,9.32,13.1,16.3,5.13,1.82,1.61,2.413
3.538056564,1684,43.6,9.22,17.9,18.3,5.38,1.89,1.42,3.193
4.151502976,1632,40.5,10.05,17.6,13.3,5.67,1.4,1.92,2.507
3.740172749,1664,37.9,12.46,15.2,17,5.61,1.57,1.43,2.487
4.226272105,1655,38.1,8.17,13.1,20.6,5.09,1.63,1.51,3.008
3.566277132,1662,41.4,13.01,14.9,12.2,5.37,2.09,1.83,2.942
4.125116221,1663,41.5,7.73,15.6,15.8,5.69,1.5,1.69,2.769
4.564348191,1645,42.4,8.81,14.2,16.4,5.34,1.53,1.57,2.657
4.659237407,1638,42,8.38,14.2,17,5.37,1.65,1.57,2.889
3.931825633,1652,43.4,8.42,14.4,15.4,5.57,1.36,1.66,2.76
3.912023005,1666,43.6,9.18,16.2,13.5,5.1,1.88,1.59,2.538
4.127134385,1636,39.7,8.62,15,17.4,5.28,1.6,1.65,2.852
4.288500577,1705,42.9,8.76,16,13.6,4.94,3.02,1.89,2.914
3.830529971,1619,44.3,9.22,16,12.8,5.02,2.03,1.87,2.65
3.668676747,1657,45.5,10.45,15.3,12.2,4.57,1.71,1.86,2.794
4.064491599,1645,41.1,9.33,15.3,16.2,5.6,1.78,1.77,3.119
4.574710979,1637,40.8,11.91,17.4,11.6,6.44,1.83,2.04,2.621
3.700179009,1640,36.3,10.64,15.5,18.2,6,1.85,1.78,2.948
4.002537013,1634,40.4,10.35,14.2,13.9,6.9,2.36,1.91,2.359
3.984343667,1692,41.7,10.63,11.7,18.2,5.49,1.59,1.53,2.323
4.442651256,1650,41.6,10.92,11.7,18.4,5.06,1.07,1.53,2.379
4.404499491,1650,38.8,9.68,12.8,19.7,5.35,1.67,1.86,2.648
3.828641396,1657,45.2,11.61,14.1,12.4,5.31,1.74,2.03,2.552
4.17438727,1692,43.7,10.85,11.4,16.4,5.32,1.27,1.42,2.628
4.062595864,1683,43.2,10.78,12.2,16.1,5.62,1.8,1.61,3.515
3.560262076,1650,46.3,9.89,16.7,9.2,6.22,2.49,2.17,2.348
3.976561527,1690,43.1,8,10.5,20.5,5.32,1.56,1.41,2.86
3.932857092,1648,48.5,13.41,13.3,9.7,5.09,1.58,1.68,3.053
4.112693701,1648,39.9,9.49,13.5,17,6.24,1.9,1.75,3.349
4.067676315,1664,48.2,9.47,14.4,11.5,5.17,1.7,1.77,2.937
4.094344562,1658,47.4,10.82,14.8,11.5,4.89,1.32,1.88,2.779
3.801357438,1676,47.2,11.1,14.3,10.9,4.99,1.74,1.87,2.727
4.248495242,1637,38.9,8.87,13.9,18.6,5.93,1.83,1.67,2.57
3.955508117,1671,42.7,7.56,13,18.4,4.93,1.43,1.65,3.028
3.970291914,1668,47.7,7.93,13,13.7,5.45,1.97,1.62,2.679
3.598365447,1664,45.6,9.87,13.4,14,5.08,1.59,1.77,2.5
4.248495242,1664,42.9,8.54,11.7,17.7,5.35,2.37,1.48,2.358
4.311409067,1680,41.1,9.74,10,20.1,5.43,1.98,1.41,2.22
4.025351691,1628,38,10.33,15.3,18.7,5.59,1.62,1.58,2.122
4.027333852,1616,36.9,9.11,12,23.3,4.68,1.93,1.28,2.282
3.846782484,1630,38.1,9.37,12.5,21.8,4.94,1.43,1.36,2.864
3.943113592,1618,48.4,13.32,13.5,9.7,5.12,1.58,1.67,1.951
4.317488114,1700,38.9,9.41,10.4,23.2,4.61,1.59,1.23,2.116
3.951243719,1637,42.3,11.51,13.5,16.5,4.81,1.63,1.44,2.402
3.988984047,1692,43.7,9.63,11.7,17.8,4.94,1.72,1.15,2.415
3.475305354,1623,35.6,8.88,12.2,22.8,5.4,2.48,1.54,2.609
4.209655409,1652,43.3,9.14,12.8,16.8,5.43,1.3,1.58,2.488
4.268697949,1630,41.1,9.29,13,18.5,5.18,2.28,1.57,3.383
4.621699488,1641,46.9,8.49,11.7,14.6,5.75,2.18,1.5,3.123
3.680221391,1660,45.7,7.56,11,17.2,5.93,1.74,1.56,2.759
4.682131227,1631,42.4,9.05,12.1,16.8,6.21,2.36,1.54,2.418
4.422848629,1645,40.2,8.69,11.4,20.3,5.32,2.53,1.46,2.547
4.65396035,1637,41.3,9.85,13.7,15.8,5.49,1.73,1.71,2.497
4.426478397,1654,37.5,8.16,13,21,5.73,2.45,1.44,2.546
4.637960009,1639,41.3,8.2,10.3,20,5.82,1.84,1.38,2.482
4.462069342,1656,42,10.92,11.4,17.6,5.1,1.66,1.37,2.496
4.710530702,1626,42.5,10.08,12.1,17,5.03,1.44,1.47,2.554
4.796708398,1660,45.7,9.68,13.1,14.8,4.72,1.53,1.6,2.13
4.559707812,1664,45.3,8.93,11.2,17.9,4.34,1.59,1.35,2.021
4.311409067,1652,42.9,10.29,11.6,17.3,4.48,1.54,1.15,2.662
4.372364724,1649,43.4,9.93,12.8,16.3,5.8,1.62,1.57,2.592
4.720481032,1636,39.2,9.86,11.7,19.2,6.1,1.75,1.66,2.29
4.766438334,1632,41.1,8.63,11,20.1,5.36,1.91,1.38,2.711
4.759320866,1627,41.9,10.31,11.4,17.2,5.98,1.28,1.64,2.709
4.672828834,1653,40,8.98,12.1,19.7,5.27,1.39,1.53,2.725
4.342805922,1656,41.9,9.05,12.8,17,5.78,1.93,1.9,2.646
4.76879961,1676,39.7,9.38,13.4,18.4,5.79,1.54,1.53,1.993
4.014301855,1631,41.7,8.46,10.2,22.6,4.73,1.15,1.21,2.516
4.158883083,1639,38.2,11.21,15,16.3,5.63,2.16,1.81,2.84
3.931825633,1662,46.1,11.65,14.6,11.6,4.74,1.51,1.87,2.644
4.125116221,1650,49.8,10.2,14.5,10.4,4.3,2.22,1.79,3.055
3.811481776,1654,42.3,10.75,13.5,13.7,5.62,2.17,1.76,3.151
4.205570197,1634,42.3,11.21,12.4,14.8,6.07,1.89,1.66,1.932
3.986130978,1655,34.7,10.34,10.2,25.8,4.28,1.3,1.26,2.886
4.217404655,1665,42.3,11.84,11.5,15,5.94,1.26,1.64,2.576
4.690327994,1658,35.8,9.56,10.5,22.3,5.93,2.21,1.37,2.204
4.641984159,1659,41,8.39,9.5,21.2,5.08,2.1,1.23,1.954
3.826080576,1634,45.4,9.06,10.6,18.5,4.14,1.73,1.23,2.721
4.452407431,1642,40.6,8.79,13.9,17.1,5.3,2.24,1.92,2.206
4.083171262,1651,40.8,9.79,12.1,19.1,4.93,1.62,1.5,2.501
4.332755586,1660,43.7,10.3,13.9,14.6,5.05,1.83,1.74,2.605
4.489657299,1628,44.6,11.15,12.9,14.3,4.95,2.02,1.66,2.406
4.137829674,1636,36.3,8.89,11.7,22,6.07,2.23,1.45,2.79
4.202825205,1629,43.7,9.9,12.3,15.1,5.16,1.97,1.45,2.876
4.41046457,1629,42.4,10.44,13.3,14.7,5.9,1.87,1.66,2.66
4.135166557,1624,39.4,9.31,12,18.5,5.85,3.21,1.54,3.337
4.373057965,1656,38.6,9.58,13.8,15.8,6.7,3.29,1.91,2.543
4.116323469,1661,44.1,10.77,12.9,14.7,5.58,2.02,1.5,2.445
4.191983032,1656,46.4,10.97,12.7,13,5.46,2.16,1.34,2.796
4.062595864,1654,44.5,9.56,13.4,13,6.06,3.46,1.91,2.684
4.280930518,1637,39.4,9.52,12.6,17.8,7.11,1.74,1.62,2.404
3.364829737,1642,34.3,12.64,10.7,22.3,5.98,2.23,1.22,2.248
4.274137673,1667,43.9,9.94,11.5,16.7,5.28,2.3,1.26,2.322
3.843030134,1675,41.3,11.51,13.5,15.4,5.11,2.11,1.5,1.976
3.610917913,1641,38.6,9.63,11.9,21.2,4.87,2.03,1.26,2.415
3.468336684,1635,32.6,12.28,12.1,21.9,5.77,3.27,1.55,2.431
4.082368371,1659,34,9.13,10,25.1,6.22,2.46,1.4,2.524
4.196127257,1647,38.9,8.8,12.6,19.4,6.02,1.82,1.56,2.443
4.295015258,1642,37.4,10,13.1,20.3,5.88,1.85,1.59,2.164
4.474808368,1638,34.3,9.46,10.9,25,5.23,2.38,1.37,2.76
4.073291153,1657,34.7,9.46,10,23.1,7.1,1.5,1.4,2.241
4.465908119,1629,37.7,9.36,11.4,22.5,5.46,1.22,1.35,2.249
4.382026635,1659,40.9,11.75,10.1,17.7,5.66,3.6,1.19,2.524
4.360973225,1655,42.7,8.41,10.7,19,5.45,2.14,1.21,2.479
3.784189634,1670,40.3,8.24,10.4,20.7,5.78,1.86,1.22,2.709
3.658420247,1648,46.4,9.93,12.4,14.2,5.05,1.54,1.51,2.823
4.317488114,1623,44.6,8.98,13.2,15.4,5.38,1.82,1.54,2.36
4.370597939,1648,51.5,8.96,10.7,14.2,4.77,0.96,1.32,2.503
4.248495242,1664,47,8.58,11.3,16.4,4.72,1.65,1.4,2.139
4.274137673,1653,47.5,9.67,12.1,14.4,4.08,2.93,1.41,2.467
3.677950384,1657,42.3,6.74,11.7,19.7,5.31,2.17,1.4,1.868
3.717866991,1658,42.7,12.34,10.7,18.8,4.12,1.47,1.04,2.541
4.163337434,1647,41.2,9.66,12.6,18,5.21,2.58,1.37,2.048
4.158883083,1656,43.7,10.08,12,17.8,3.76,1.97,1.26,2.834
4.529662633,1628,44.2,10.12,12.8,14.3,5.55,2.3,1.6,2.928
4.202825205,1642,40.2,9.34,12.2,17.9,6.35,2.36,1.64,2.642
4.489657299,1631,39.5,9.94,11.1,18,6.7,2.8,1.57,2.802
4.605170186,1628,41.5,10.1,11,16.6,5.9,2.59,1.67,2.052
4.370597939,1666,48.8,8.8,10.5,15.9,4.74,2.06,1.44,2.562
4.040855877,1650,47.2,14.24,14.1,10.5,3.77,2.38,1.74,2.521
3.923072842,1648,44.9,11.7,13.4,13.5,4.43,2.35,1.77,2.169
4.094344562,1657,42.5,12.93,12.7,14.1,4.38,2.09,1.65,2.211
4.236519051,1666,39.2,13.34,12,17.9,4.97,1.73,1.53,3.094
4.05862648,1638,45.1,11.81,14.4,10.7,5.6,2.46,1.89,2.753
4.066173685,1659,42.4,9.35,13.8,14.8,5.31,3.1,1.74,2.95
4.298256752,1638,37.1,10.55,13.8,16.9,6.37,3.35,1.88,2.794
4.391596086,1626,37.1,10.31,13.4,17.2,6.5,2.94,1.66,2.095
4.032975616,1664,38.8,8.68,12.5,21.2,4.82,1.75,1.43,2.55
4.402645922,1637,43.2,9.6,12,16.8,5.32,1.58,1.51,2.653
4.238238742,1688,40.1,8.27,15.1,16.4,5.22,2.39,1.76,2.36
3.80666249,1623,36.9,7.74,11.4,23.2,5.71,2.15,1.34,2.396
4.236519051,1640,37.4,7.86,9.9,23.9,5.78,2.1,1.35,2.591
